release,group,cong,vivi,p201p,e,emp,w
2017_612,ref_madre,006275,019,20130062750191104,,0.0,3994.158806644554
2017_612,ref_madre,006275,019,20130062750191104,,1.0,3994.158806644554
2017_612,ref_madre,006275,033,20130062750331104,,1.0,3994.158806644554
2017_612,ref_madre,006284,008,20130062840081104,,1.0,3994.158806644554
2017_612,ref_madre,006296,008,20130062960081104,,0.0,3917.326657906276
2017_612,ref_madre,006296,008,20130062960081104,,1.0,3917.326657906276
2017_612,ref_madre,006337,054,20130063370541104,,0.0,3917.326657906276
2017_612,ref_madre,006337,054,20130063370541104,,1.0,3917.326657906276
2017_612,ref_madre,006337,057,20130063370571104,,1.0,3917.326657906276
2017_612,ref_madre,006337,057,20130063370571104,,1.0,3917.326657906276
2017_612,ref_madre,006337,059,20130063370591104,,1.0,3917.326657906276
2017_612,ref_madre,006337,059,20130063370591104,,1.0,3917.326657906276
2017_612,ref_madre,006337,061,20130063370611104,,1.0,3917.326657906276
2017_612,ref_madre,006337,061,20130063370611104,,1.0,3917.326657906276
2017_612,ref_madre,006351,067,20130063510671104,,0.0,3917.326657906276
2017_612,ref_madre,006351,067,20130063510671104,,1.0,3917.326657906276
2017_612,ref_madre,006351,067,20130063510671104,,1.0,3917.326657906276
2017_612,ref_madre,006357,007,20130063570071104,,0.0,3917.326657906276
2017_612,ref_madre,006357,007,20130063570071104,,1.0,3917.326657906276
2017_612,ref_madre,006357,044,20130063570441104,,0.0,3917.326657906276
2017_612,ref_madre,006357,044,20130063570441104,,1.0,3917.326657906276
2017_612,ref_madre,006364,029,20130063640291104,,1.0,2218.036798628601
2017_612,ref_madre,006364,071,20130063640711104,,0.0,2218.036798628601
2017_612,ref_madre,006364,071,20130063640711104,,0.0,2218.036798628601
2017_612,ref_madre,006364,071,20130063640711104,,1.0,2218.036798628601
2017_612,ref_madre,006364,161,20130063641611100,,1.0,2218.036798628601
2017_612,ref_madre,006372,029,20130063720291104,,0.0,2218.036798628601
2017_612,ref_madre,006372,029,20130063720291104,,0.0,2218.036798628601
2017_612,ref_madre,006372,029,20130063720291104,,0.0,2218.036798628601
2017_612,ref_madre,006372,029,20130063720291104,,0.0,2218.036798628601
2017_612,ref_madre,006386,002,20130063860021104,,1.0,1842.1961534357927
2017_612,ref_madre,006386,002,20130063860021104,,0.0,1842.1961534357927
2017_612,ref_madre,006386,018,20130063860181104,,1.0,1842.1961534357927
2017_612,ref_madre,006410,105,20130064101051104,,0.0,2479.1394293851195
2017_612,ref_madre,006410,105,20130064101051104,,1.0,2479.1394293851195
2017_612,ref_madre,006424,086,20130064240861104,,1.0,2479.1394293851195
2017_612,ref_madre,006424,086,20130064240861104,,0.0,2479.1394293851195
2017_612,ref_madre,006424,086,20130064240861104,,0.0,2479.1394293851195
2017_612,ref_madre,006424,093,20130064240931104,,1.0,2479.1394293851195
2017_612,ref_madre,006424,093,20130064240931104,,0.0,2479.1394293851195
2017_612,ref_madre,006426,049,20130064260491104,,0.0,2479.1394293851195
2017_612,ref_madre,006426,049,20130064260491104,,1.0,2479.1394293851195
2017_612,ref_madre,006426,049,20130064260491104,,1.0,2479.1394293851195
2017_612,ref_madre,006434,005,20130064340051104,,1.0,2479.1394293851195
2017_612,ref_madre,006434,045,20130064340451104,,1.0,2479.1394293851195
2017_612,ref_madre,006439,005,20130064390051104,,0.0,2479.1394293851195
2017_612,ref_madre,006439,005,20130064390051104,,0.0,2479.1394293851195
2017_612,ref_madre,006439,005,20130064390051104,,1.0,2479.1394293851195
2017_612,ref_madre,006471,005,20130064710051104,,1.0,2479.1394293851195
2017_612,ref_madre,006506,035,20130065060351104,,1.0,6241.660603675802
2017_612,ref_madre,006506,035,20130065060351104,,1.0,6241.660603675802
2017_612,ref_madre,006506,035,20130065060351104,,0.0,6241.660603675802
2017_612,ref_madre,006519,093,20130065190931104,,1.0,6241.660603675802
2017_612,ref_madre,006530,005,20130065300051104,,0.0,5349.909533398318
2017_612,ref_madre,006530,005,20130065300051104,,1.0,5349.909533398318
2017_612,ref_madre,006530,017,20130065300171104,,1.0,5349.909533398318
2017_612,ref_madre,006538,058,20130065380581100,,1.0,4067.781239470071
2017_612,ref_madre,006539,035,20130065390351104,,0.0,8135.809640274415
2017_612,ref_madre,006539,035,20130065390351104,,1.0,8135.809640274415
2017_612,ref_madre,006555,064,20130065550641104,,0.0,6007.08351490803
2017_612,ref_madre,006555,064,20130065550641104,,1.0,6007.08351490803
2017_612,ref_madre,006555,085,20130065550851104,,0.0,6007.08351490803
2017_612,ref_madre,006555,085,20130065550851104,,0.0,6007.08351490803
2017_612,ref_madre,006555,085,20130065550851104,,1.0,6007.08351490803
2017_612,ref_madre,006581,077,20130065810771104,,1.0,2779.1217295933425
2017_612,ref_madre,006581,077,20130065810771104,,1.0,2779.1217295933425
2017_612,ref_madre,006593,090,20130065930901104,,0.0,2656.9899645560345
2017_612,ref_madre,006593,090,20130065930901104,,1.0,2656.9899645560345
2017_612,ref_madre,006593,093,20130065930931104,,1.0,2656.9899645560345
2017_612,ref_madre,006593,093,20130065930931104,,1.0,2656.9899645560345
2017_612,ref_madre,006593,099,20130065930991104,,0.0,2656.9899645560345
2017_612,ref_madre,006608,016,20130066080161100,,1.0,2656.9899645560345
2017_612,ref_madre,006608,018,20130066080181104,,1.0,2656.9899645560345
2017_612,ref_madre,006608,018,20130066080181104,,1.0,2656.9899645560345
2017_612,ref_madre,006608,075,20130066080751104,,0.0,2656.9899645560345
2017_612,ref_madre,006608,079,20130066080791104,,1.0,2656.9899645560345
2017_612,ref_madre,006610,005,20130066100051104,,1.0,2656.9899645560345
2017_612,ref_madre,006610,005,20130066100051104,,0.0,2656.9899645560345
2017_612,ref_madre,006610,037,20130066100371104,,1.0,2656.9899645560345
2017_612,ref_madre,006610,037,20130066100371104,,1.0,2656.9899645560345
2017_612,ref_madre,006610,037,20130066100371104,,1.0,2656.9899645560345
2017_612,ref_madre,006627,070,20130066270701104,,1.0,2656.9899645560345
2017_612,ref_madre,006632,008,20130066320081104,,0.0,2656.9899645560345
2017_612,ref_madre,006632,008,20130066320081104,,1.0,2656.9899645560345
2017_612,ref_madre,006632,039,20130066320391104,,1.0,2656.9899645560345
2017_612,ref_madre,006632,039,20130066320391104,,1.0,2656.9899645560345
2017_612,ref_madre,006632,039,20130066320391104,,1.0,2656.9899645560345
2017_612,ref_madre,006638,006,20130066380061104,,0.0,2656.9899645560345
2017_612,ref_madre,006638,006,20130066380061104,,1.0,2656.9899645560345
2017_612,ref_madre,006638,006,20130066380061104,,1.0,2656.9899645560345
2017_612,ref_madre,006638,055,20130066380551104,,1.0,2656.9899645560345
2017_612,ref_madre,006638,105,20130066381051104,,1.0,2656.9899645560345
2017_612,ref_madre,006638,142,20130066381421104,,1.0,2656.9899645560345
2017_612,ref_madre,006660,098,20130066600981104,,1.0,2656.9899645560345
2017_612,ref_madre,006660,098,20130066600981104,,0.0,2656.9899645560345
2017_612,ref_madre,006660,099,20130066600991104,,0.0,2656.9899645560345
2017_612,ref_madre,006660,099,20130066600991104,,1.0,2656.9899645560345
2017_612,ref_madre,006696,011,20130066960111104,,1.0,2692.7517312685336
2017_612,ref_madre,006696,044,20130066960441104,,1.0,2692.7517312685336
2017_612,ref_madre,006696,094,20130066960941104,,0.0,2692.7517312685336
2017_612,ref_madre,006696,094,20130066960941104,,0.0,2692.7517312685336
2017_612,ref_madre,006724,021,20130067240211104,,1.0,2692.7517312685336
2017_612,ref_madre,006724,021,20130067240211104,,1.0,2692.7517312685336
2017_612,ref_madre,006724,021,20130067240211104,,1.0,2692.7517312685336
2017_612,ref_madre,006724,021,20130067240211104,,1.0,2692.7517312685336
2017_612,ref_madre,006727,056,20130067270561104,,0.0,3329.7840677261347
2017_612,ref_madre,006727,056,20130067270561104,,1.0,3329.7840677261347
2017_612,ref_madre,006751,011,20130067510111104,,0.0,4364.040107516046
2017_612,ref_madre,006751,011,20130067510111104,,1.0,4364.040107516046
2017_612,ref_madre,006751,047,20130067510471104,,0.0,4364.040107516046
2017_612,ref_madre,006751,047,20130067510471104,,1.0,4364.040107516046
2017_612,ref_madre,006751,047,20130067510471104,,0.0,4364.040107516046
2017_612,ref_madre,006761,065,20130067610651108,,1.0,5396.344720815788
2017_612,ref_madre,006761,065,20130067610651108,,0.0,5396.344720815788
2017_612,ref_madre,006779,002,20130067790021104,,0.0,5243.266153920257
2017_612,ref_madre,006779,050,20130067790501104,,1.0,5243.266153920257
2017_612,ref_madre,006782,011,20130067820111100,,1.0,4240.232937973061
2017_612,ref_madre,006782,030,20130067820301104,,1.0,4240.232937973061
2017_612,ref_madre,006799,007,20130067990071104,,0.0,4240.232937973061
2017_612,ref_madre,006799,007,20130067990071104,,0.0,4240.232937973061
2017_612,ref_madre,006799,008,20130067990081104,,0.0,4240.232937973061
2017_612,ref_madre,006799,008,20130067990081104,,0.0,4240.232937973061
2017_612,ref_madre,006818,074,20130068180741100,,1.0,5039.016847949169
2017_612,ref_madre,006822,115,20130068221151100,,1.0,4231.34310618451
2017_612,ref_madre,006832,023,20130068320231104,,0.0,4004.5439829936827
2017_612,ref_madre,006832,023,20130068320231104,,1.0,4004.5439829936827
2017_612,ref_madre,006849,054,20130068490541104,,1.0,1815.9501106855703
2017_612,ref_madre,006849,054,20130068490541104,,1.0,1815.9501106855703
2017_612,ref_madre,006849,055,20130068490551104,,1.0,1815.9501106855703
2017_612,ref_madre,006858,003,20130068580031104,,1.0,1815.9501106855703
2017_612,ref_madre,006858,003,20130068580031104,,1.0,1815.9501106855703
2017_612,ref_madre,006858,003,20130068580031104,,1.0,1815.9501106855703
2017_612,ref_madre,006858,004,20130068580041104,,1.0,1815.9501106855703
2017_612,ref_madre,006908,051,20130069080511104,,1.0,4705.270205486884
2017_612,ref_madre,006913,066,20130069130661104,,1.0,6796.567728844009
2017_612,ref_madre,006913,066,20130069130661104,,0.0,6796.567728844009
2017_612,ref_madre,006913,115,20130069131151104,,1.0,6796.567728844009
2017_612,ref_madre,006934,162,20130069341621100,,1.0,9231.6728937539
2017_612,ref_madre,006943,009,20130069430091104,,0.0,5786.035893516178
2017_612,ref_madre,006943,071,20130069430711100,,1.0,5786.035893516178
2017_612,ref_madre,006986,100,20130069861001104,,0.0,4285.259828566811
2017_612,ref_madre,006986,118,20130069861181104,,1.0,4285.259828566811
2017_612,ref_madre,006986,118,20130069861181104,,1.0,4285.259828566811
2017_612,ref_madre,006986,118,20130069861181104,,1.0,4285.259828566811
2017_612,ref_madre,006989,012,20130069890121104,,0.0,9460.67902536688
2017_612,ref_madre,006989,012,20130069890121104,,0.0,9460.67902536688
2017_612,ref_madre,006989,073,20130069890731104,,0.0,9460.67902536688
2017_612,ref_madre,006989,073,20130069890731104,,1.0,9460.67902536688
2017_612,ref_madre,006989,109,20130069891091104,,1.0,9460.67902536688
2017_612,ref_madre,006989,109,20130069891091104,,1.0,9460.67902536688
2017_612,ref_madre,006991,051,20130069910511104,,0.0,5918.525310508587
2017_612,ref_madre,006991,051,20130069910511104,,1.0,5918.525310508587
2017_612,ref_madre,006991,174,20130069911741104,,0.0,5918.525310508587
2017_612,ref_madre,006991,174,20130069911741104,,1.0,5918.525310508587
2017_612,ref_madre,006996,039,20130069960391104,,1.0,5802.112322065859
2017_612,ref_madre,006996,039,20130069960391104,,0.0,5802.112322065859
2017_612,ref_madre,006996,084,20130069960841104,,0.0,5802.112322065859
2017_612,ref_madre,006996,084,20130069960841104,,0.0,5802.112322065859
2017_612,ref_madre,007005,140,20130070051401100,,1.0,3190.068248617891
2017_612,ref_madre,007005,142,20130070051421104,,1.0,3190.068248617891
2017_612,ref_madre,007005,142,20130070051421104,,0.0,3190.068248617891
2017_612,ref_madre,007031,031,20130070310311104,,0.0,3190.068248617891
2017_612,ref_madre,007031,031,20130070310311104,,1.0,3190.068248617891
2017_612,ref_madre,007031,073,20130070310731100,,1.0,3190.068248617891
2017_612,ref_madre,007038,002,20130070380021104,,0.0,3190.068248617891
2017_612,ref_madre,007038,002,20130070380021104,,0.0,3190.068248617891
2017_612,ref_madre,007038,002,20130070380021104,,0.0,3190.068248617891
2017_612,ref_madre,007038,002,20130070380021104,,1.0,3190.068248617891
2017_612,ref_madre,007038,002,20130070380021104,,1.0,3190.068248617891
2017_612,ref_madre,007038,055,20130070380551104,,1.0,3190.068248617891
2017_612,ref_madre,007053,247,20130070532471104,,0.0,3190.068248617891
2017_612,ref_madre,007053,251,20130070532511100,,1.0,3190.068248617891
2017_612,ref_madre,007076,096,20130070760961100,,1.0,3850.623783330929
2017_612,ref_madre,007078,081,20130070780811104,,0.0,3850.623783330929
2017_612,ref_madre,007078,081,20130070780811104,,0.0,3850.623783330929
2017_612,ref_madre,007078,085,20130070780851104,,1.0,3850.623783330929
2017_612,ref_madre,007078,085,20130070780851104,,1.0,3850.623783330929
2017_612,ref_madre,007078,085,20130070780851104,,1.0,3850.623783330929
2017_612,ref_madre,007078,091,20130070780911104,,1.0,3850.623783330929
2017_612,ref_madre,007078,091,20130070780911104,,1.0,3850.623783330929
2017_612,ref_madre,007084,046,20130070840461100,,1.0,13681.667947744945
2017_612,ref_madre,007084,118,20130070841181104,,1.0,13681.667947744945
2017_612,ref_madre,007084,118,20130070841181104,,1.0,13681.667947744945
2017_612,ref_madre,007140,031,20130071400311104,,0.0,8640.91649847118
2017_612,ref_madre,007140,031,20130071400311104,,0.0,8640.91649847118
2017_612,ref_madre,007140,031,20130071400311104,,0.0,8640.91649847118
2017_612,ref_madre,007140,088,20130071400881104,,0.0,8640.91649847118
2017_612,ref_madre,007140,117,20130071401171104,,1.0,8640.91649847118
2017_612,ref_madre,007170,038,20130071700381104,,0.0,5458.790368501216
2017_612,ref_madre,007170,038,20130071700381104,,1.0,5458.790368501216
2017_612,ref_madre,007170,038,20130071700381104,,1.0,5458.790368501216
2017_612,ref_madre,007171,156,20130071711561104,,1.0,9509.73493692782
2017_612,ref_madre,007207,086,20130072070861104,,1.0,15883.744329318599
2017_612,ref_madre,007207,086,20130072070861104,,0.0,15883.744329318599
2017_612,ref_madre,007207,086,20130072070861104,,0.0,15883.744329318599
2017_612,ref_madre,007218,032,20130072180321104,,1.0,4792.017966897188
2017_612,ref_madre,007218,032,20130072180321104,,0.0,4792.017966897188
2017_612,ref_madre,007218,032,20130072180321104,,0.0,4792.017966897188
2017_612,ref_madre,007218,044,20130072180441104,,1.0,4792.017966897188
2017_612,ref_madre,007235,040,20130072350401104,,1.0,7533.590377882695
2017_612,ref_madre,007235,078,20130072350781104,,1.0,7533.590377882695
2017_612,ref_madre,007238,080,20130072380801104,,0.0,4140.420899361332
2017_612,ref_madre,007238,080,20130072380801104,,1.0,4140.420899361332
2017_612,ref_madre,007238,084,20130072380841100,,1.0,4140.420899361332
2017_612,ref_madre,007248,002,20130072480021104,,1.0,4375.501822365212
2017_612,ref_madre,007265,092,20130072650921104,,1.0,4375.501822365212
2017_612,ref_madre,007265,095,20130072650951104,,1.0,4375.501822365212
2017_612,ref_madre,007265,095,20130072650951104,,0.0,4375.501822365212
2017_612,ref_madre,007281,102,20130072811021104,,0.0,4375.501822365212
2017_612,ref_madre,007281,106,20130072811061104,,0.0,4375.501822365212
2017_612,ref_madre,007281,106,20130072811061104,,1.0,4375.501822365212
2017_612,ref_madre,007281,108,20130072811081104,,1.0,4375.501822365212
2017_612,ref_madre,007281,108,20130072811081104,,1.0,4375.501822365212
2017_612,ref_madre,007290,136,20130072901362304,,0.0,6260.826655960939
2017_612,ref_madre,007290,176,20130072901761104,,1.0,6260.826655960939
2017_612,ref_madre,007290,176,20130072901761104,,1.0,6260.826655960939
2017_612,ref_madre,007290,176,20130072901761104,,1.0,6260.826655960939
2017_612,ref_madre,007290,176,20130072901761104,,1.0,6260.826655960939
2017_612,ref_madre,007292,056,20130072920562400,,1.0,6260.826655960939
2017_612,ref_madre,007292,079,20130072920791100,,1.0,6260.826655960939
2017_612,ref_madre,007306,152,20130073061521104,,0.0,4820.890731381317
2017_612,ref_madre,007306,152,20130073061521104,,1.0,4820.890731381317
2017_612,ref_madre,007311,050,20130073110501104,,1.0,9182.545762076044
2017_612,ref_madre,007333,023,20130073330231104,,1.0,5739.145307588921
2017_612,ref_madre,007333,023,20130073330231104,,1.0,5739.145307588921
2017_612,ref_madre,007333,124,20130073331241100,,0.0,5739.145307588921
2017_612,ref_madre,007343,138,20130073431381104,,1.0,6260.826655960939
2017_612,ref_madre,007343,138,20130073431381104,,0.0,6260.826655960939
2017_612,ref_madre,007343,138,20130073431381104,,0.0,6260.826655960939
2017_612,ref_madre,007352,159,20130073521591104,,1.0,5739.145307588921
2017_612,ref_madre,007370,036,20130073700361104,,0.0,6868.804420231571
2017_612,ref_madre,007378,128,20130073781281104,,0.0,5759.526873152915
2017_612,ref_madre,007378,128,20130073781281104,,0.0,5759.526873152915
2017_612,ref_madre,007378,128,20130073781281104,,0.0,5759.526873152915
2017_612,ref_madre,007378,128,20130073781281104,,1.0,5759.526873152915
2017_612,ref_madre,007401,009,20130074010091104,,1.0,4816.554228069828
2017_612,ref_madre,007401,009,20130074010091104,,1.0,4816.554228069828
2017_612,ref_madre,007401,009,20130074010091104,,1.0,4816.554228069828
2017_612,ref_madre,007401,009,20130074010091104,,0.0,4816.554228069828
2017_612,ref_madre,007429,011,20130074290112200,,0.0,4181.039667771249
2017_612,ref_madre,007429,011,20130074290112200,,1.0,4181.039667771249
2017_612,ref_madre,007450,006,20130074500061104,,0.0,2688.176921351732
2017_612,ref_madre,007450,006,20130074500061104,,1.0,2688.176921351732
2017_612,ref_madre,007469,101,20130074691011104,,1.0,2688.176921351732
2017_612,ref_madre,007469,101,20130074691011104,,1.0,2688.176921351732
2017_612,ref_madre,007470,002,20130074700021104,,1.0,2688.176921351732
2017_612,ref_madre,007470,003,20130074700031104,,0.0,2688.176921351732
2017_612,ref_madre,007470,003,20130074700031104,,0.0,2688.176921351732
2017_612,ref_madre,007470,003,20130074700031104,,1.0,2688.176921351732
2017_612,ref_madre,007470,003,20130074700031104,,1.0,2688.176921351732
2017_612,ref_madre,007470,004,20130074700041104,,1.0,2688.176921351732
2017_612,ref_madre,007470,004,20130074700041104,,1.0,2688.176921351732
2017_612,ref_madre,007470,004,20130074700041104,,1.0,2688.176921351732
2017_612,ref_madre,007470,004,20130074700041104,,1.0,2688.176921351732
2017_612,ref_madre,007470,024,20130074700241104,,1.0,2688.176921351732
2017_612,ref_madre,007470,026,20130074700261104,,1.0,2688.176921351732
2017_612,ref_madre,007470,026,20130074700261104,,1.0,2688.176921351732
2017_612,ref_madre,007470,026,20130074700261104,,0.0,2688.176921351732
2017_612,ref_madre,007470,026,20130074700261104,,1.0,2688.176921351732
2017_612,ref_madre,007470,026,20130074700261104,,1.0,2688.176921351732
2017_612,ref_madre,007486,034,20130074860341104,,1.0,17836.48947269813
2017_612,ref_madre,007486,034,20130074860341104,,1.0,17836.48947269813
2017_612,ref_madre,007486,034,20130074860341104,,1.0,17836.48947269813
2017_612,ref_madre,007486,105,20130074861051104,,0.0,17836.48947269813
2017_612,ref_madre,007486,105,20130074861051104,,1.0,17836.48947269813
2017_612,ref_madre,007503,125,20130075031251104,,1.0,17836.48947269813
2017_612,ref_madre,007534,037,20130075340371104,,0.0,43065.810169854434
2017_612,ref_madre,007534,160,20130075341601104,,1.0,43065.810169854434
2017_612,ref_madre,007559,062,20130075590621104,,0.0,22813.212331808387
2017_612,ref_madre,007559,062,20130075590621104,,1.0,22813.212331808387
2017_612,ref_madre,007589,031,20130075890311104,,1.0,17836.48947269813
2017_612,ref_madre,007589,031,20130075890311104,,0.0,17836.48947269813
2017_612,ref_madre,007589,050,20130075890501100,,1.0,17836.48947269813
2017_612,ref_madre,007623,085,20130076230851104,,1.0,19554.151550709677
2017_612,ref_madre,007623,104,20130076231041104,,0.0,19554.151550709677
2017_612,ref_madre,007623,124,20130076231241104,,1.0,19554.151550709677
2017_612,ref_madre,007623,124,20130076231241104,,1.0,19554.151550709677
2017_612,ref_madre,007623,124,20130076231241104,,0.0,19554.151550709677
2017_612,ref_madre,007623,163,20130076231631104,,1.0,19554.151550709677
2017_612,ref_madre,007623,163,20130076231631100,,1.0,19554.151550709677
2017_612,ref_madre,007630,019,20130076300191200,,1.0,17836.48947269813
2017_612,ref_madre,007630,019,20130076300191200,,0.0,17836.48947269813
2017_612,ref_madre,007630,183,20130076301831104,,1.0,17836.48947269813
2017_612,ref_madre,007630,183,20130076301831104,,1.0,17836.48947269813
2017_612,ref_madre,007667,028,20130076670281100,,1.0,19554.151550709677
2017_612,ref_madre,007683,022,20130076830221100,,1.0,19554.151550709677
2017_612,ref_madre,007683,126,20130076831261104,,1.0,19554.151550709677
2017_612,ref_madre,007683,126,20130076831261104,,1.0,19554.151550709677
2017_612,ref_madre,007683,126,20130076831261104,,1.0,19554.151550709677
2017_612,ref_madre,007729,133,20130077291331100,,1.0,19554.151550709677
2017_612,ref_madre,007763,016,20130077630161104,,1.0,29331.333894005824
2017_612,ref_madre,007763,016,20130077630161104,,1.0,29331.333894005824
2017_612,ref_madre,007806,085,20130078060851104,,0.0,22813.212331808387
2017_612,ref_madre,007806,207,20130078062071104,,1.0,22813.212331808387
2017_612,ref_madre,007806,207,20130078062071104,,0.0,22813.212331808387
2017_612,ref_madre,007844,093,20130078440931100,,1.0,32299.25105944952
2017_612,ref_madre,007884,067,20130078840671104,,0.0,22813.212331808387
2017_612,ref_madre,007884,067,20130078840671104,,0.0,22813.212331808387
2017_612,ref_madre,007884,104,20130078841041104,,1.0,22813.212331808387
2017_612,ref_madre,007900,040,20130079000401104,,0.0,17836.48947269813
2017_612,ref_madre,007900,093,20130079000931104,,1.0,17836.48947269813
2017_612,ref_madre,007928,033,20130079280331100,,0.0,19554.151550709677
2017_612,ref_madre,007928,067,20130079280672304,,1.0,19554.151550709677
2017_612,ref_madre,007928,118,20130079281181104,,0.0,19554.151550709677
2017_612,ref_madre,007928,118,20130079281181104,,1.0,19554.151550709677
2017_612,ref_madre,007953,087,20130079530871104,,1.0,22813.212331808387
2017_612,ref_madre,007953,087,20130079530871104,,1.0,22813.212331808387
2017_612,ref_madre,007975,002,20130079750021104,,1.0,17836.48947269813
2017_612,ref_madre,007975,053,20130079750531100,,1.0,17836.48947269813
2017_612,ref_madre,007999,054,20130079990541100,,1.0,4951.202655891534
2017_612,ref_madre,008022,035,20130080220351100,,1.0,5136.804997623225
2017_612,ref_madre,008038,002,20130080380021104,,1.0,3392.8801909082867
2017_612,ref_madre,008038,084,20130080380841100,,1.0,3392.8801909082867
2017_612,ref_madre,008046,127,20130080461271100,,1.0,8631.159366020333
2017_612,ref_madre,008062,131,20130080621311104,,0.0,7327.606470587011
2017_612,ref_madre,008062,131,20130080621311104,,1.0,7327.606470587011
2017_612,ref_madre,008080,017,20130080800171104,,1.0,7782.826107997397
2017_612,ref_madre,008080,118,20130080801181100,,1.0,7782.826107997397
2017_612,ref_madre,008105,131,20130081051311104,,1.0,6073.923363235803
2017_612,ref_madre,008105,131,20130081051311104,,1.0,6073.923363235803
2017_612,ref_madre,008106,042,20130081060421104,,0.0,4555.279903552671
2017_612,ref_madre,008106,042,20130081060421104,,1.0,4555.279903552671
2017_612,ref_madre,008106,042,20130081060421104,,0.0,4555.279903552671
2017_612,ref_madre,008106,042,20130081060421104,,0.0,4555.279903552671
2017_612,ref_madre,008106,069,20130081060691100,,1.0,4555.279903552671
2017_612,ref_madre,008152,063,20130081520631104,,1.0,3074.341153875939
2017_612,ref_madre,008154,010,20130081540101104,,1.0,3074.341153875939
2017_612,ref_madre,008154,010,20130081540101104,,1.0,3074.341153875939
2017_612,ref_madre,008161,023,20130081610231104,,1.0,3074.341153875939
2017_612,ref_madre,008196,023,20130081960231200,,1.0,4306.044765709537
2017_612,ref_madre,008196,023,20130081960231200,,1.0,4306.044765709537
2017_612,ref_madre,008213,034,20130082130341104,,1.0,4982.278176281304
2017_612,ref_madre,008213,107,20130082131071104,,1.0,4982.278176281304
2017_612,ref_madre,008213,107,20130082131071104,,1.0,4982.278176281304
2017_612,ref_madre,008213,107,20130082131071104,,1.0,4982.278176281304
2017_612,ref_madre,008213,161,20130082131611104,,0.0,4982.278176281304
2017_612,ref_madre,008222,032,20130082220321104,,0.0,4306.044765709537
2017_612,ref_madre,008222,146,20130082221461104,,1.0,4306.044765709537
2017_612,ref_madre,008222,163,20130082221631104,,0.0,4306.044765709537
2017_612,ref_madre,008222,163,20130082221631104,,1.0,4306.044765709537
2017_612,ref_madre,008223,103,20130082231032200,,1.0,4982.278176281304
2017_612,ref_madre,008223,103,20130082231032200,,1.0,4982.278176281304
2017_612,ref_madre,008223,122,20130082231221104,,1.0,4982.278176281304
2017_612,ref_madre,008223,122,20130082231221104,,0.0,4982.278176281304
2017_612,ref_madre,008223,122,20130082231221104,,1.0,4982.278176281304
2017_612,ref_madre,008227,036,20130082270361100,,1.0,4982.278176281304
2017_612,ref_madre,008227,054,20130082270541104,,1.0,4982.278176281304
2017_612,ref_madre,008227,089,20130082270891100,,1.0,4982.278176281304
2017_612,ref_madre,008227,106,20130082271061104,,1.0,4982.278176281304
2017_612,ref_madre,008227,106,20130082271061104,,0.0,4982.278176281304
2017_612,ref_madre,008227,141,20130082271412200,,1.0,4982.278176281304
2017_612,ref_madre,008227,141,20130082271412200,,1.0,4982.278176281304
2017_612,ref_madre,008252,133,20130082521331104,,1.0,4982.278176281304
2017_612,ref_madre,008257,027,20130082570271104,,1.0,2383.623907731763
2017_612,ref_madre,008270,058,20130082700581104,,1.0,3974.1070937804875
2017_612,ref_madre,008270,088,20130082700881104,,1.0,3974.1070937804875
2017_612,ref_madre,008287,056,20130082870561104,,0.0,4147.367189106076
2017_612,ref_madre,008287,056,20130082870561104,,0.0,4147.367189106076
2017_612,ref_madre,008317,070,20130083170701104,,0.0,2780.817632124438
2017_612,ref_madre,008317,070,20130083170701104,,0.0,2780.817632124438
2017_612,ref_madre,008330,106,20130083301061104,,1.0,2780.817632124438
2017_612,ref_madre,008330,110,20130083301101104,,0.0,2780.817632124438
2017_612,ref_madre,008330,110,20130083301101104,,0.0,2780.817632124438
2017_612,ref_madre,008344,080,20130083440801104,,1.0,2780.817632124438
2017_612,ref_madre,008355,007,20130083550071104,,0.0,2780.817632124438
2017_612,ref_madre,008355,007,20130083550071104,,0.0,2780.817632124438
2017_612,ref_madre,008355,007,20130083550071104,,1.0,2780.817632124438
2017_612,ref_madre,008355,041,20130083550411104,,1.0,2780.817632124438
2017_612,ref_madre,008361,068,20130083610681104,,0.0,2780.817632124438
2017_612,ref_madre,008361,068,20130083610681104,,1.0,2780.817632124438
2017_612,ref_madre,008361,068,20130083610681104,,1.0,2780.817632124438
2017_612,ref_madre,008395,025,20130083950251104,,1.0,1705.4132064858118
2017_612,ref_madre,008395,025,20130083950251104,,1.0,1705.4132064858118
2017_612,ref_madre,008395,025,20130083950251104,,1.0,1705.4132064858118
2017_612,ref_madre,008397,073,20130083970731104,,1.0,3507.960817341033
2017_612,ref_madre,008397,073,20130083970731104,,1.0,3507.960817341033
2017_612,ref_madre,008402,144,20130084021441100,,1.0,3507.960817341033
2017_612,ref_madre,008419,005,20130084190051100,,1.0,1364.824887857196
2017_612,ref_madre,008419,041,20130084190411104,,1.0,1364.824887857196
2017_612,ref_madre,008419,041,20130084190411104,,0.0,1364.824887857196
2017_612,ref_madre,008428,033,20130084280331104,,1.0,1798.0987068383015
2017_612,ref_madre,008428,033,20130084280331104,,0.0,1798.0987068383015
2017_612,ref_madre,008428,033,20130084280331104,,1.0,1798.0987068383015
2017_612,ref_madre,008439,213,20130084392131100,,1.0,1164.4683470330922
2017_612,ref_madre,008439,218,20130084392181104,,1.0,1164.4683470330922
