ubigeo_onpe,departamento,provincia,distrito,keiko_share_2021,keiko_share_2026,participacion,electores
110205,JUNÍN,CONCEPCIÓN,COCHAS,39.38,36.95,64.54,1571.0
110204,JUNÍN,CONCEPCIÓN,COMAS,47.53,51.09,64.7,5105.0
110201,JUNÍN,CONCEPCIÓN,CONCEPCIÓN,42.25,46.34,76.46,12979.0
110207,JUNÍN,CONCEPCIÓN,HEROÍNAS TOLEDO,46.85,56.2,72.46,1071.0
110208,JUNÍN,CONCEPCIÓN,MANZANARES,26.16,24.85,77.99,1340.0
110209,JUNÍN,CONCEPCIÓN,MARISCAL CASTILLA,46.56,38.01,67.53,1383.0
110210,JUNÍN,CONCEPCIÓN,MATAHUASI,52.56,58.22,76.55,4154.0
110211,JUNÍN,CONCEPCIÓN,MITO,47.61,57.49,77.19,1162.0
110212,JUNÍN,CONCEPCIÓN,NUEVE DE JULIO,45.57,46.53,77.84,1462.0
110213,JUNÍN,CONCEPCIÓN,ORCOTUNA,39.0,44.38,76.52,3574.0
110215,JUNÍN,CONCEPCIÓN,SAN JOSÉ DE QUERO,54.27,59.49,69.26,4812.0
110214,JUNÍN,CONCEPCIÓN,SANTA ROSA DE OCOPA,44.96,50.92,73.73,1728.0
110103,JUNÍN,HUANCAYO,CARHUACALLANGA,30.27,31.71,60.12,321.0
110106,JUNÍN,HUANCAYO,CHACAPAMPA,26.89,28.17,64.11,875.0
110107,JUNÍN,HUANCAYO,CHICCHE,41.98,39.62,60.77,836.0
110108,JUNÍN,HUANCAYO,CHILCA,32.84,40.43,77.74,73213.0
110109,JUNÍN,HUANCAYO,CHONGOS ALTO,37.75,36.65,68.76,1194.0
110112,JUNÍN,HUANCAYO,CHUPURO,26.88,38.14,75.01,1989.0
110104,JUNÍN,HUANCAYO,COLCA,35.5,37.37,67.51,994.0
110105,JUNÍN,HUANCAYO,CULLHUAS,28.0,34.23,79.22,2161.0
110113,JUNÍN,HUANCAYO,EL TAMBO,44.52,48.39,78.11,136790.0
110114,JUNÍN,HUANCAYO,HUACRAPUQUIO,38.08,39.47,71.79,1170.0
110116,JUNÍN,HUANCAYO,HUALHUAS,40.16,42.65,75.42,3784.0
110118,JUNÍN,HUANCAYO,HUANCAN,24.32,32.56,79.18,13485.0
110101,JUNÍN,HUANCAYO,HUANCAYO,46.47,50.94,78.16,109380.0
110119,JUNÍN,HUANCAYO,HUASICANCHA,18.42,20.8,65.28,648.0
110120,JUNÍN,HUANCAYO,HUAYUCACHI,33.22,39.45,75.12,8098.0
110121,JUNÍN,HUANCAYO,INGENIO,38.89,46.68,73.93,2064.0
110122,JUNÍN,HUANCAYO,PARIAHUANCA,12.74,15.94,58.66,5240.0
110123,JUNÍN,HUANCAYO,PILCOMAYO,38.11,44.14,79.45,15476.0
110124,JUNÍN,HUANCAYO,PUCARA,29.43,36.49,76.88,4646.0
110125,JUNÍN,HUANCAYO,QUICHUAY,33.43,41.89,71.17,1554.0
110126,JUNÍN,HUANCAYO,QUILCAS,27.75,31.74,76.25,3553.0
110127,JUNÍN,HUANCAYO,SAN AGUSTÍN,39.85,43.49,78.88,11313.0
110128,JUNÍN,HUANCAYO,SAN JERÓNIMO DE TUNÁN,39.28,45.14,76.35,9539.0
110132,JUNÍN,HUANCAYO,SAÑO,34.78,40.47,78.66,4110.0
110131,JUNÍN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,16.58,18.84,51.84,4533.0
110133,JUNÍN,HUANCAYO,SAPALLANGA,30.39,35.79,79.22,15374.0
110134,JUNÍN,HUANCAYO,SICAYA,35.72,42.19,76.47,7613.0
110136,JUNÍN,HUANCAYO,VIQUES,32.8,41.74,74.55,1965.0
110302,JUNÍN,JAUJA,ACOLLA,42.67,43.05,67.47,5816.0
110303,JUNÍN,JAUJA,APATA,51.52,53.63,74.64,3915.0
110304,JUNÍN,JAUJA,ATAURA,47.26,46.71,76.04,1131.0
110305,JUNÍN,JAUJA,CANCHAYLLO,48.77,50.99,77.02,1249.0
110331,JUNÍN,JAUJA,CURICACA,48.55,48.04,77.22,1071.0
110306,JUNÍN,JAUJA,EL MANTARO,44.77,49.65,75.84,2132.0
110307,JUNÍN,JAUJA,HUAMALÍ,45.7,45.85,73.73,1435.0
110308,JUNÍN,JAUJA,HUARIPAMPA,46.58,47.72,72.3,899.0
110309,JUNÍN,JAUJA,HUERTAS,60.9,57.01,76.35,1784.0
110310,JUNÍN,JAUJA,JANJAILLO,41.38,39.69,63.48,638.0
110301,JUNÍN,JAUJA,JAUJA,53.99,49.27,75.63,13312.0
110311,JUNÍN,JAUJA,JULCÁN,52.75,45.67,75.57,831.0
110312,JUNÍN,JAUJA,LEONOR ORDOÑEZ,41.89,45.63,76.49,1344.0
110313,JUNÍN,JAUJA,LLOCLLAPAMPA,42.11,46.83,75.41,1147.0
110314,JUNÍN,JAUJA,MARCO,40.71,45.73,70.82,1443.0
110315,JUNÍN,JAUJA,MASMA,39.63,42.35,70.83,1632.0
110332,JUNÍN,JAUJA,MASMA CHICCHE,59.24,58.48,76.47,697.0
110316,JUNÍN,JAUJA,MOLINOS,40.63,37.71,71.65,1492.0
110317,JUNÍN,JAUJA,MONOBAMBA,56.43,60.43,70.75,1159.0
110318,JUNÍN,JAUJA,MUQUI,45.88,46.5,73.44,847.0
110319,JUNÍN,JAUJA,MUQUIYAUYO,36.7,37.78,72.53,1893.0
110320,JUNÍN,JAUJA,PACA,35.2,33.87,67.29,908.0
110321,JUNÍN,JAUJA,PACCHA,34.4,36.22,75.74,1554.0
110322,JUNÍN,JAUJA,PANCAN,52.6,47.31,79.81,1258.0
110323,JUNÍN,JAUJA,PARCO,36.94,36.62,70.08,1250.0
110324,JUNÍN,JAUJA,POMACANCHA,63.34,62.71,71.83,1310.0
110325,JUNÍN,JAUJA,RICRAN,57.55,48.86,64.56,1137.0
110326,JUNÍN,JAUJA,SAN LORENZO,49.12,52.7,78.12,1773.0
110327,JUNÍN,JAUJA,SAN PEDRO DE CHUNAN,48.0,48.21,68.2,632.0
110333,JUNÍN,JAUJA,SAUSA,51.09,49.4,75.78,2135.0
110328,JUNÍN,JAUJA,SINCOS,45.77,49.96,77.58,2980.0
110329,JUNÍN,JAUJA,TUNAN MARCA,50.69,48.33,71.49,968.0
110330,JUNÍN,JAUJA,YAULI,44.95,40.6,73.97,1114.0
110334,JUNÍN,JAUJA,YAUYOS,50.52,47.05,77.44,6617.0
110402,JUNÍN,JUNÍN,CARHUAMAYO,33.2,35.1,71.01,3949.0
110401,JUNÍN,JUNÍN,JUNÍN,32.39,36.38,73.58,8512.0
110403,JUNÍN,JUNÍN,ONDORES,33.56,33.68,67.07,1400.0
110404,JUNÍN,JUNÍN,ULCUMAYO,28.55,25.31,64.04,3904.0
110702,JUNÍN,SATIPO,COVIRIALI,36.87,39.03,77.3,3409.0
110703,JUNÍN,SATIPO,LLAYLLA,33.44,31.93,76.44,3047.0
110704,JUNÍN,SATIPO,MAZAMARI,46.77,45.25,72.8,17004.0
110705,JUNÍN,SATIPO,PAMPA HERMOSA,31.97,33.42,67.58,3341.0
110706,JUNÍN,SATIPO,PANGOA,41.88,39.41,70.95,36247.0
110707,JUNÍN,SATIPO,RÍO NEGRO,38.65,40.08,70.19,16114.0
110708,JUNÍN,SATIPO,RÍO TAMBO,58.51,50.79,58.2,17854.0
110701,JUNÍN,SATIPO,SATIPO,48.86,49.19,74.44,29252.0
110709,JUNÍN,SATIPO,VIZCATÁN DEL ENE,4.52,6.04,59.35,2433.0
110502,JUNÍN,TARMA,ACOBAMBA,60.19,65.46,73.55,7695.0
110503,JUNÍN,TARMA,HUARICOLCA,46.1,51.67,74.54,1744.0
110504,JUNÍN,TARMA,HUASAHUASI,47.06,47.88,74.62,7805.0
110505,JUNÍN,TARMA,LA UNIÓN,39.14,48.32,79.96,2525.0
110506,JUNÍN,TARMA,PALCA,51.71,52.54,76.4,4940.0
110507,JUNÍN,TARMA,PALCAMAYO,50.58,57.44,70.07,3291.0
110508,JUNÍN,TARMA,SAN PEDRO DE CAJAS,57.76,60.19,63.49,3196.0
110509,JUNÍN,TARMA,TAPO,38.1,37.43,71.92,3152.0
110501,JUNÍN,TARMA,TARMA,47.0,52.31,75.12,39085.0
110602,JUNÍN,YAULI,CHACAPALPA,27.8,36.62,67.93,739.0
110603,JUNÍN,YAULI,HUAY-HUAY,19.0,18.09,73.26,961.0
110601,JUNÍN,YAULI,LA OROYA,32.69,40.16,69.97,12673.0
110604,JUNÍN,YAULI,MARCAPOMACOCHA,46.23,49.03,59.16,786.0
110605,JUNÍN,YAULI,MOROCOCHA,26.18,30.36,62.05,3202.0
110606,JUNÍN,YAULI,PACCHA,38.96,43.26,72.73,1302.0
110607,JUNÍN,YAULI,SANTA BÁRBARA DE CARHUACAYÁN,42.69,42.49,71.09,633.0
110610,JUNÍN,YAULI,SANTA ROSA DE SACCO,36.14,41.89,70.58,6277.0
110608,JUNÍN,YAULI,SUITUCANCHA,29.05,28.79,72.18,701.0
110609,JUNÍN,YAULI,YAULI,28.19,35.85,65.5,2565.0
120801,LA LIBERTAD,ASCOPE,ASCOPE,64.21,63.7,72.44,6541.0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,57.9,57.51,77.5,22986.0
120802,LA LIBERTAD,ASCOPE,CHICAMA,60.41,60.83,76.81,12591.0
120803,LA LIBERTAD,ASCOPE,CHOCOPE,57.97,60.5,75.86,9287.0
120805,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,53.9,57.63,79.52,2231.0
120806,LA LIBERTAD,ASCOPE,PAIJÁN,68.94,68.83,78.16,19494.0
120807,LA LIBERTAD,ASCOPE,RÁZURI,64.32,65.02,77.32,5789.0
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,50.3,49.32,76.98,15735.0
120202,LA LIBERTAD,BOLÍVAR,BAMBAMARCA,44.98,46.59,50.39,2554.0
120201,LA LIBERTAD,BOLÍVAR,BOLÍVAR,47.22,46.87,56.27,3110.0
120203,LA LIBERTAD,BOLÍVAR,CONDORMARCA,30.41,25.4,49.62,1562.0
120204,LA LIBERTAD,BOLÍVAR,LONGOTEA,44.17,44.17,58.56,1525.0
120206,LA LIBERTAD,BOLÍVAR,UCHUMARCA,30.58,31.31,61.88,1726.0
120205,LA LIBERTAD,BOLÍVAR,UCUNCHA,15.61,22.27,55.92,896.0
120901,LA LIBERTAD,CHEPÉN,CHEPÉN,60.08,60.3,74.03,42506.0
120902,LA LIBERTAD,CHEPÉN,PACANGA,49.66,51.04,75.64,13908.0
120903,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,51.02,53.19,76.38,10174.0
121101,LA LIBERTAD,GRAN CHIMÚ,CASCAS,67.62,69.8,71.18,12077.0
121102,LA LIBERTAD,GRAN CHIMÚ,LUCMA,75.25,69.32,60.86,3408.0
121103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,66.2,67.08,58.01,1524.0
121104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,65.45,54.63,60.49,4842.0
121003,LA LIBERTAD,JULCÁN,CALAMARCA,40.02,41.62,59.92,4998.0
121002,LA LIBERTAD,JULCÁN,CARABAMBA,53.18,55.04,72.49,5143.0
121004,LA LIBERTAD,JULCÁN,HUASO,28.79,24.31,63.16,4397.0
121001,LA LIBERTAD,JULCÁN,JULCÁN,46.93,47.34,69.16,10241.0
120402,LA LIBERTAD,OTUZCO,AGALLPAMPA,47.99,42.24,75.31,5775.0
120403,LA LIBERTAD,OTUZCO,CHARAT,57.11,56.83,58.82,2217.0
120404,LA LIBERTAD,OTUZCO,HUARANCHAL,65.84,57.42,64.92,4264.0
120405,LA LIBERTAD,OTUZCO,LA CUESTA,51.07,57.21,63.78,693.0
120413,LA LIBERTAD,OTUZCO,MACHE,49.34,44.03,69.91,2888.0
120401,LA LIBERTAD,OTUZCO,OTUZCO,47.3,43.24,76.18,22772.0
120408,LA LIBERTAD,OTUZCO,PARANDAY,41.84,45.82,62.44,639.0
120409,LA LIBERTAD,OTUZCO,SALPO,45.01,43.26,64.71,4341.0
120410,LA LIBERTAD,OTUZCO,SINSICAP,33.25,32.46,62.62,6599.0
120411,LA LIBERTAD,OTUZCO,USQUIL,47.34,43.84,66.2,18626.0
120503,LA LIBERTAD,PACASMAYO,GUADALUPE,57.34,58.9,74.67,29020.0
120504,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,54.58,54.68,77.32,2980.0
120506,LA LIBERTAD,PACASMAYO,PACASMAYO,62.03,61.7,76.31,23744.0
120508,LA LIBERTAD,PACASMAYO,SAN JOSÉ,54.99,54.94,74.86,9571.0
120501,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,51.34,51.66,75.68,14390.0
120602,LA LIBERTAD,PATAZ,BULDIBUYO,43.39,33.03,64.42,2962.0
120603,LA LIBERTAD,PATAZ,CHILLIA,48.36,42.52,64.19,8759.0
120605,LA LIBERTAD,PATAZ,HUANCASPATA,41.35,39.92,57.78,4098.0
120604,LA LIBERTAD,PATAZ,HUAYLILLAS,38.01,36.15,66.94,986.0
120606,LA LIBERTAD,PATAZ,HUAYO,31.87,28.26,56.09,2899.0
120607,LA LIBERTAD,PATAZ,ONGON,27.86,42.92,44.49,1297.0
120608,LA LIBERTAD,PATAZ,PARCOY,47.52,36.45,66.54,9700.0
120609,LA LIBERTAD,PATAZ,PATAZ,49.79,29.2,59.81,5076.0
120610,LA LIBERTAD,PATAZ,PIÁS,36.0,24.0,66.17,1215.0
120613,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,36.82,38.49,62.63,1686.0
120611,LA LIBERTAD,PATAZ,TAURIJA,36.27,26.22,63.84,2063.0
120601,LA LIBERTAD,PATAZ,TAYABAMBA,33.89,28.2,66.17,10146.0
120612,LA LIBERTAD,PATAZ,URPAY,48.42,39.61,62.79,2096.0
120304,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,46.35,38.8,58.78,13424.0
120302,LA LIBERTAD,SÁNCHEZ CARRIÓN,COCHORCO,33.89,25.57,50.19,6868.0
120303,LA LIBERTAD,SÁNCHEZ CARRIÓN,CURGOS,51.26,43.57,72.63,6292.0
120301,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,54.17,52.46,76.44,46945.0
120305,LA LIBERTAD,SÁNCHEZ CARRIÓN,MARCABAL,55.74,51.52,70.57,9488.0
120306,LA LIBERTAD,SÁNCHEZ CARRIÓN,SANAGORÁN,35.26,33.94,65.86,10189.0
120307,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARÍN,57.66,48.2,58.89,6937.0
120308,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARTIMBAMBA,26.73,27.01,48.97,9912.0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,55.33,47.87,68.55,3612.0
120702,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,51.86,46.2,69.08,3949.0
120703,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,52.42,50.12,64.11,1407.0
120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,41.03,42.1,61.71,1841.0
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,46.54,42.08,69.56,7464.0
120706,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,54.26,53.77,63.68,2274.0
120701,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,36.74,36.39,70.43,16132.0
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,39.26,33.81,54.46,2510.0
120110,LA LIBERTAD,TRUJILLO,EL PORVENIR,61.89,60.26,78.93,119896.0
120112,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,63.25,60.91,79.1,49577.0
120102,LA LIBERTAD,TRUJILLO,HUANCHACO,64.99,61.78,75.95,48916.0
120111,LA LIBERTAD,TRUJILLO,LA ESPERANZA,64.59,62.09,77.58,135483.0
120103,LA LIBERTAD,TRUJILLO,LAREDO,63.25,61.13,78.85,29724.0
120104,LA LIBERTAD,TRUJILLO,MOCHE,62.94,58.99,79.13,30581.0
120109,LA LIBERTAD,TRUJILLO,POROTO,70.37,67.29,82.06,3323.0
120105,LA LIBERTAD,TRUJILLO,SALAVERRY,64.82,60.07,76.37,13682.0
120106,LA LIBERTAD,TRUJILLO,SIMBAL,69.74,65.92,78.25,3830.0
120101,LA LIBERTAD,TRUJILLO,TRUJILLO,69.01,65.36,74.78,297158.0
120107,LA LIBERTAD,TRUJILLO,VÍCTOR LARCO HERRERA,73.9,70.74,76.1,58596.0
121202,LA LIBERTAD,VIRÚ,CHAO,36.55,36.79,79.09,22087.0
121203,LA LIBERTAD,VIRÚ,GUADALUPITO,51.24,53.2,80.25,5043.0
121201,LA LIBERTAD,VIRÚ,VIRÚ,46.72,45.53,78.14,41582.0
130116,LAMBAYEQUE,CHICLAYO,CAYALTÍ,59.7,63.62,74.73,12693.0
130101,LAMBAYEQUE,CHICLAYO,CHICLAYO,63.78,62.25,75.31,254938.0
130102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,42.65,45.63,76.15,14667.0
130103,LAMBAYEQUE,CHICLAYO,ETEN,63.51,64.04,78.07,9354.0
130104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,65.33,61.87,76.2,2151.0
130112,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,57.41,58.32,76.24,136935.0
130115,LAMBAYEQUE,CHICLAYO,LA VICTORIA,61.44,61.47,78.24,69658.0
130105,LAMBAYEQUE,CHICLAYO,LAGUNAS,51.56,54.39,74.31,7360.0
130106,LAMBAYEQUE,CHICLAYO,MONSEFÚ,70.11,68.71,79.02,28279.0
130107,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,46.31,48.88,74.61,2068.0
130108,LAMBAYEQUE,CHICLAYO,OYOTÚN,48.79,52.92,75.04,6175.0
130117,LAMBAYEQUE,CHICLAYO,PÁTAPO,48.73,54.32,78.55,16843.0
130109,LAMBAYEQUE,CHICLAYO,PICSÍ,49.39,54.19,79.46,6845.0
130110,LAMBAYEQUE,CHICLAYO,PIMENTEL,64.01,64.33,78.11,23614.0
130118,LAMBAYEQUE,CHICLAYO,POMALCA,47.5,49.74,77.67,20064.0
130119,LAMBAYEQUE,CHICLAYO,PUCALÁ,52.35,58.53,75.41,6584.0
130111,LAMBAYEQUE,CHICLAYO,REQUE,59.89,61.35,77.95,12129.0
130114,LAMBAYEQUE,CHICLAYO,SAÑA,52.94,53.51,73.29,7371.0
130113,LAMBAYEQUE,CHICLAYO,SANTA ROSA,74.47,67.93,76.02,9225.0
130120,LAMBAYEQUE,CHICLAYO,TUMÁN,39.75,45.4,77.02,22528.0
130203,LAMBAYEQUE,FERREÑAFE,CAÑARIS,23.56,24.52,54.6,9990.0
130201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,55.55,57.14,75.32,28596.0
130202,LAMBAYEQUE,FERREÑAFE,INCAHUASI,31.95,28.73,59.97,11089.0
130206,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,48.61,56.99,78.64,3244.0
130204,LAMBAYEQUE,FERREÑAFE,PITIPO,50.65,51.22,73.96,15283.0
130205,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,57.12,60.67,78.48,10402.0
130302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,49.54,49.58,75.98,1507.0
130303,LAMBAYEQUE,LAMBAYEQUE,ÍLLIMO,62.32,62.06,77.42,7924.0
130304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,58.1,57.99,79.99,12988.0
130301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,51.8,54.49,77.54,55784.0
130305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMÍ,54.61,58.86,79.66,15185.0
130306,LAMBAYEQUE,LAMBAYEQUE,MÓRROPE,69.77,70.7,80.66,33641.0
130307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,50.8,51.7,77.33,21482.0
130308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,46.73,50.1,76.57,34264.0
130309,LAMBAYEQUE,LAMBAYEQUE,PACORA,57.96,58.03,77.66,5967.0
130310,LAMBAYEQUE,LAMBAYEQUE,SALAS,52.56,52.97,71.5,11171.0
130311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSÉ,67.88,62.46,78.65,11142.0
130312,LAMBAYEQUE,LAMBAYEQUE,TÚCUME,67.13,69.31,79.37,18516.0
140901,LIMA,BARRANCA,BARRANCA,58.56,58.27,76.94,54525.0
140902,LIMA,BARRANCA,PARAMONGA,49.12,49.83,72.56,19516.0
140903,LIMA,BARRANCA,PATIVILCA,54.75,55.56,74.48,14640.0
140904,LIMA,BARRANCA,SUPE,56.63,56.75,76.69,18751.0
140905,LIMA,BARRANCA,SUPE PUERTO,53.42,53.2,73.84,9521.0
140201,LIMA,CAJATAMBO,CAJATAMBO,39.45,40.25,62.07,1661.0
140205,LIMA,CAJATAMBO,COPA,69.14,62.99,62.69,772.0
140206,LIMA,CAJATAMBO,GORGOR,62.21,71.39,59.58,1388.0
140207,LIMA,CAJATAMBO,HUANCAPON,53.72,52.64,56.9,840.0
140208,LIMA,CAJATAMBO,MANAS,60.55,62.39,62.46,959.0
140416,LIMA,CAÑETE,ASIA,54.69,54.24,83.3,8604.0
140402,LIMA,CAÑETE,CALANGO,56.32,61.68,79.75,1916.0
140403,LIMA,CAÑETE,CERRO AZUL,58.64,58.86,82.3,6130.0
140405,LIMA,CAÑETE,CHILCA,56.37,55.47,82.8,13097.0
140404,LIMA,CAÑETE,COAYLLO,62.77,61.12,76.74,1251.0
140406,LIMA,CAÑETE,IMPERIAL,53.67,53.02,81.35,31550.0
140407,LIMA,CAÑETE,LUNAHUANA,67.42,69.77,77.16,3607.0
140408,LIMA,CAÑETE,MALA,52.92,52.56,80.21,24284.0
140409,LIMA,CAÑETE,NUEVO IMPERIAL,52.37,52.83,81.79,16930.0
140410,LIMA,CAÑETE,PACARAN,49.2,51.1,74.81,1469.0
140411,LIMA,CAÑETE,QUILMANA,52.89,52.73,81.0,12260.0
140412,LIMA,CAÑETE,SAN ANTONIO,53.29,53.32,82.49,3129.0
140413,LIMA,CAÑETE,SAN LUIS,54.26,54.21,82.12,10514.0
140401,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,56.46,54.7,79.16,42716.0
140414,LIMA,CAÑETE,SANTA CRUZ DE FLORES,50.06,52.88,83.78,2189.0
140415,LIMA,CAÑETE,ZUÑIGA,41.82,45.16,75.81,1174.0
140302,LIMA,CANTA,ARAHUAY,67.65,71.15,73.24,624.0
140301,LIMA,CANTA,CANTA,45.19,48.36,72.91,2935.0
140303,LIMA,CANTA,HUAMANTANGA,69.18,65.52,68.92,740.0
140304,LIMA,CANTA,HUAROS,52.61,58.93,76.49,808.0
140305,LIMA,CANTA,LACHAQUI,54.44,55.91,73.46,893.0
140306,LIMA,CANTA,SAN BUENAVENTURA,59.25,57.91,70.55,421.0
140307,LIMA,CANTA,SANTA ROSA DE QUIVES,42.01,47.77,82.11,5125.0
140802,LIMA,HUARAL,ATAVILLOS ALTO,59.78,63.61,57.02,705.0
140803,LIMA,HUARAL,ATAVILLOS BAJO,56.98,55.37,67.44,780.0
140804,LIMA,HUARAL,AUCALLAMA,53.7,54.86,77.97,12566.0
140805,LIMA,HUARAL,CHANCAY,54.62,53.54,78.92,45784.0
140801,LIMA,HUARAL,HUARAL,57.6,56.77,79.14,85019.0
140806,LIMA,HUARAL,IHUARI,57.44,57.79,66.33,2299.0
140807,LIMA,HUARAL,LAMPIAN,54.2,59.09,61.98,484.0
140808,LIMA,HUARAL,PACARAOS,69.73,72.8,64.85,788.0
140809,LIMA,HUARAL,SAN MIGUEL DE ACOS,61.8,59.78,71.28,672.0
140811,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,68.27,68.27,63.43,350.0
140812,LIMA,HUARAL,SUMBILCA,67.65,68.91,60.12,815.0
140810,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,58.64,56.39,61.68,535.0
140602,LIMA,HUAROCHIRÍ,ANTIOQUIA,57.58,57.8,73.68,1512.0
140603,LIMA,HUAROCHIRÍ,CALLAHUANCA,54.58,54.9,78.93,802.0
140604,LIMA,HUAROCHIRÍ,CARAMPOMA,35.27,39.69,72.22,396.0
140607,LIMA,HUAROCHIRÍ,CHICLA,30.23,34.08,60.9,1895.0
140606,LIMA,HUAROCHIRÍ,CUENCA,39.94,43.56,67.53,502.0
140630,LIMA,HUAROCHIRÍ,HUACHUPAMPA,46.31,47.82,71.6,507.0
140608,LIMA,HUAROCHIRÍ,HUANZA,35.03,35.8,68.98,561.0
140609,LIMA,HUAROCHIRÍ,HUAROCHIRÍ,44.81,39.92,65.15,1297.0
140610,LIMA,HUAROCHIRÍ,LAHUAYTAMBO,40.96,50.0,68.66,584.0
140611,LIMA,HUAROCHIRÍ,LANGA,49.13,58.88,66.48,901.0
140612,LIMA,HUAROCHIRÍ,MARIATANA,44.59,53.16,65.02,1335.0
140601,LIMA,HUAROCHIRÍ,MATUCANA,46.36,47.99,77.01,4606.0
140613,LIMA,HUAROCHIRÍ,RICARDO PALMA,51.12,55.08,77.84,6269.0
140614,LIMA,HUAROCHIRÍ,SAN ANDRÉS DE TUPICOCHA,40.96,42.89,72.42,1374.0
140615,LIMA,HUAROCHIRÍ,SAN ANTONIO,43.8,46.85,79.23,32339.0
140616,LIMA,HUAROCHIRÍ,SAN BARTOLOMÉ,43.74,45.26,82.24,1160.0
140617,LIMA,HUAROCHIRÍ,SAN DAMIÁN,72.11,72.75,69.23,1355.0
140632,LIMA,HUAROCHIRÍ,SAN JUAN DE IRIS,44.54,46.79,65.21,365.0
140619,LIMA,HUAROCHIRÍ,SAN JUAN DE TANTARANCHE,51.42,46.67,74.1,305.0
140620,LIMA,HUAROCHIRÍ,SAN LORENZO DE QUINTI,35.27,34.83,66.49,1137.0
140621,LIMA,HUAROCHIRÍ,SAN MATEO,47.98,52.02,74.72,3928.0
140622,LIMA,HUAROCHIRÍ,SAN MATEO DE OTAO,65.15,67.02,81.28,1752.0
140605,LIMA,HUAROCHIRÍ,SAN PEDRO DE CASTA,37.36,41.51,78.43,955.0
140623,LIMA,HUAROCHIRÍ,SAN PEDRO DE HUANCAYRE,35.66,44.07,60.99,223.0
140631,LIMA,HUAROCHIRÍ,SAN PEDRO DE LARAOS,47.32,57.59,71.24,299.0
140618,LIMA,HUAROCHIRÍ,SANGALLAYA,55.07,51.47,73.9,498.0
140624,LIMA,HUAROCHIRÍ,SANTA CRUZ DE COCACHACRA,51.83,54.02,80.87,1955.0
140625,LIMA,HUAROCHIRÍ,SANTA EULALIA,49.98,53.84,81.0,10488.0
140626,LIMA,HUAROCHIRÍ,SANTIAGO DE ANCHUCAYA,55.84,59.03,66.35,419.0
140627,LIMA,HUAROCHIRÍ,SANTIAGO DE TUNA,67.55,70.16,74.95,515.0
140628,LIMA,HUAROCHIRÍ,SANTO DOMINGO DE LOS OLLEROS,49.86,55.94,63.03,5169.0
140629,LIMA,HUAROCHIRÍ,SURCO,40.44,42.45,79.43,1619.0
140502,LIMA,HUAURA,AMBAR,63.81,60.19,65.41,1908.0
140504,LIMA,HUAURA,CALETA DE CARQUIN,70.98,68.57,75.57,4834.0
140505,LIMA,HUAURA,CHECRAS,66.37,63.16,61.24,761.0
140501,LIMA,HUAURA,HUACHO,61.33,59.19,76.14,52491.0
140506,LIMA,HUAURA,HUALMAY,55.13,55.12,79.37,21232.0
140507,LIMA,HUAURA,HUAURA,44.74,45.28,80.8,27525.0
