ubigeo_onpe,departamento,provincia,distrito,keiko_share_2021,keiko_share_2026,participacion,electores
010202,AMAZONAS,BAGUA,ARAMANGO,34.87,35.09,64.9,8526.0
010205,AMAZONAS,BAGUA,BAGUA,40.3,41.36,74.25,18722.0
010203,AMAZONAS,BAGUA,COPALLIN,30.89,32.19,70.37,4212.0
010204,AMAZONAS,BAGUA,EL PARCO,26.6,26.12,74.98,1303.0
010206,AMAZONAS,BAGUA,IMAZA,8.86,8.26,49.4,21905.0
010201,AMAZONAS,BAGUA,LA PECA,37.98,38.43,64.16,7442.0
010304,AMAZONAS,BONGARÁ,CHISQUILLA,37.59,41.2,75.18,407.0
010305,AMAZONAS,BONGARÁ,CHURUJA,53.56,58.3,70.42,355.0
010302,AMAZONAS,BONGARÁ,COROSHA,20.83,27.51,74.07,675.0
010303,AMAZONAS,BONGARÁ,CUISPES,23.5,32.72,70.1,622.0
010306,AMAZONAS,BONGARÁ,FLORIDA,37.9,42.25,71.97,4510.0
010312,AMAZONAS,BONGARÁ,JAZAN,46.59,50.43,68.53,5987.0
010301,AMAZONAS,BONGARÁ,JUMBILLA,31.72,36.6,69.29,863.0
010307,AMAZONAS,BONGARÁ,RECTA,22.7,28.7,66.32,288.0
010308,AMAZONAS,BONGARÁ,SAN CARLOS,33.55,40.76,74.43,442.0
010309,AMAZONAS,BONGARÁ,SHIPASBAMBA,30.81,37.58,67.85,1378.0
010310,AMAZONAS,BONGARÁ,VALERA,51.28,58.5,71.22,872.0
010311,AMAZONAS,BONGARÁ,YAMBRASBAMBA,34.25,40.32,67.75,4518.0
010102,AMAZONAS,CHACHAPOYAS,ASUNCIÓN,20.39,32.56,55.44,285.0
010103,AMAZONAS,CHACHAPOYAS,BALSAS,41.31,40.85,64.92,1012.0
010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,44.48,49.52,72.11,20819.0
010104,AMAZONAS,CHACHAPOYAS,CHETO,30.26,40.19,72.74,587.0
010105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,53.5,58.06,52.32,732.0
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,52.23,50.15,45.63,1523.0
010107,AMAZONAS,CHACHAPOYAS,GRANADA,32.25,31.18,69.09,427.0
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,49.84,54.87,78.47,418.0
010109,AMAZONAS,CHACHAPOYAS,LA JALCA,17.7,17.94,73.77,3919.0
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,45.08,46.33,64.77,2580.0
010111,AMAZONAS,CHACHAPOYAS,LEVANTO,44.56,52.59,76.88,891.0
010112,AMAZONAS,CHACHAPOYAS,MAGDALENA,33.46,40.8,75.56,720.0
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,47.59,49.54,65.48,814.0
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,40.23,46.08,74.06,1889.0
010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,28.5,35.94,71.4,591.0
010116,AMAZONAS,CHACHAPOYAS,OLLEROS,26.56,31.64,66.14,378.0
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,17.59,29.96,59.36,780.0
010118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,45.13,44.49,71.24,299.0
010119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,37.86,48.11,75.76,524.0
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,34.02,41.31,65.48,1260.0
010121,AMAZONAS,CHACHAPOYAS,SONCHE,47.59,47.57,65.46,304.0
010603,AMAZONAS,CONDORCANQUI,EL CENEPA,2.38,2.49,45.09,9319.0
010601,AMAZONAS,CONDORCANQUI,NIEVA,13.1,12.49,43.17,19091.0
010602,AMAZONAS,CONDORCANQUI,RÍO SANTIAGO,8.95,6.13,38.03,9863.0
010402,AMAZONAS,LUYA,CAMPORREDONDO,29.5,32.79,70.13,4413.0
010403,AMAZONAS,LUYA,COCABAMBA,35.48,28.46,46.61,1446.0
010404,AMAZONAS,LUYA,COLCAMAR,44.56,49.66,68.02,1701.0
010405,AMAZONAS,LUYA,CONILA,37.04,37.05,66.0,1497.0
010406,AMAZONAS,LUYA,INGUILPATA,53.63,56.12,68.84,491.0
010401,AMAZONAS,LUYA,LAMUD,34.37,44.31,68.37,1682.0
010407,AMAZONAS,LUYA,LONGUITA,58.89,67.96,71.94,759.0
010408,AMAZONAS,LUYA,LONYA CHICO,37.67,44.64,57.47,790.0
010409,AMAZONAS,LUYA,LUYA,42.62,45.26,72.94,2953.0
010410,AMAZONAS,LUYA,LUYA VIEJO,38.63,40.75,76.52,328.0
010411,AMAZONAS,LUYA,MARÍA,35.09,42.37,66.12,735.0
010412,AMAZONAS,LUYA,OCALLI,32.1,39.35,64.04,2428.0
010413,AMAZONAS,LUYA,OCUMAL,46.25,53.19,63.23,2649.0
010414,AMAZONAS,LUYA,PISUQUIA,36.53,47.57,42.8,3799.0
010423,AMAZONAS,LUYA,PROVIDENCIA,16.2,20.8,55.24,1079.0
010415,AMAZONAS,LUYA,SAN CRISTÓBAL,42.69,41.98,68.87,530.0
010416,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,37.07,47.22,65.1,596.0
010417,AMAZONAS,LUYA,SAN JERÓNIMO,48.42,51.52,55.6,714.0
010418,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,49.25,48.94,61.73,473.0
010419,AMAZONAS,LUYA,SANTA CATALINA,43.54,41.67,52.96,1301.0
010420,AMAZONAS,LUYA,SANTO TOMÁS,42.52,45.6,57.57,2588.0
010421,AMAZONAS,LUYA,TINGO,51.87,50.81,72.51,1106.0
010422,AMAZONAS,LUYA,TRITA,22.87,29.83,74.14,959.0
010503,AMAZONAS,RODRÍGUEZ DE MENDOZA,CHIRIMOTO,41.81,42.43,55.73,1764.0
010502,AMAZONAS,RODRÍGUEZ DE MENDOZA,COCHAMAL,37.53,38.74,76.95,603.0
010504,AMAZONAS,RODRÍGUEZ DE MENDOZA,HUAMBO,57.67,59.87,70.05,2304.0
010505,AMAZONAS,RODRÍGUEZ DE MENDOZA,LIMABAMBA,36.85,41.51,61.7,1355.0
010506,AMAZONAS,RODRÍGUEZ DE MENDOZA,LONGAR,40.81,48.4,73.41,1365.0
010508,AMAZONAS,RODRÍGUEZ DE MENDOZA,MARISCAL BENAVIDES,48.15,56.92,72.85,1532.0
010507,AMAZONAS,RODRÍGUEZ DE MENDOZA,MILPUCC,39.18,47.81,60.14,572.0
010509,AMAZONAS,RODRÍGUEZ DE MENDOZA,OMIA,31.57,38.16,58.54,6871.0
010501,AMAZONAS,RODRÍGUEZ DE MENDOZA,SAN NICOLÁS,48.81,51.56,69.12,3802.0
010510,AMAZONAS,RODRÍGUEZ DE MENDOZA,SANTA ROSA,43.21,54.71,71.28,491.0
010511,AMAZONAS,RODRÍGUEZ DE MENDOZA,TOTORA,48.51,56.76,61.43,407.0
010512,AMAZONAS,RODRÍGUEZ DE MENDOZA,VISTA ALEGRE,23.19,31.13,55.38,1820.0
010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,35.56,37.08,69.08,39692.0
010702,AMAZONAS,UTCUBAMBA,CAJARURO,30.1,30.83,68.41,20583.0
010703,AMAZONAS,UTCUBAMBA,CUMBA,36.36,38.24,68.1,6568.0
010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,41.93,42.15,70.06,4212.0
010705,AMAZONAS,UTCUBAMBA,JAMALCA,31.57,27.25,68.34,5373.0
010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,37.61,38.23,69.43,7167.0
010707,AMAZONAS,UTCUBAMBA,YAMON,32.71,35.06,61.12,2636.0
020201,ÁNCASH,AIJA,AIJA,31.76,36.25,68.75,1587.0
020203,ÁNCASH,AIJA,CORIS,44.58,44.53,60.52,1421.0
020205,ÁNCASH,AIJA,HUACLLAN,22.13,31.65,67.61,389.0
020206,ÁNCASH,AIJA,LA MERCED,40.97,44.7,74.18,1735.0
020208,ÁNCASH,AIJA,SUCCHA,39.9,43.65,64.82,685.0
021602,ÁNCASH,ANTONIO RAIMONDI,ACZO,17.72,21.87,59.08,1508.0
021603,ÁNCASH,ANTONIO RAIMONDI,CHACCHO,13.42,12.5,54.83,1284.0
021604,ÁNCASH,ANTONIO RAIMONDI,CHINGAS,15.98,24.51,60.8,1393.0
021601,ÁNCASH,ANTONIO RAIMONDI,LLAMELLIN,14.58,18.88,59.38,2164.0
021605,ÁNCASH,ANTONIO RAIMONDI,MIRGAS,7.65,10.76,54.83,3527.0
021606,ÁNCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY,20.97,23.58,54.16,1045.0
021802,ÁNCASH,ASUNCIÓN,ACOCHACA,24.3,32.72,63.81,2589.0
021801,ÁNCASH,ASUNCIÓN,CHACAS,21.17,26.35,71.94,3379.0
020302,ÁNCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,32.71,39.17,53.71,229.0
020321,ÁNCASH,BOLOGNESI,ANTONIO RAYMONDI,25.07,27.31,65.71,1079.0
020304,ÁNCASH,BOLOGNESI,AQUIA,37.77,42.38,64.13,1723.0
020305,ÁNCASH,BOLOGNESI,CAJACAY,38.17,43.65,74.14,1427.0
020322,ÁNCASH,BOLOGNESI,CANIS,47.69,36.97,45.79,297.0
020301,ÁNCASH,BOLOGNESI,CHIQUIAN,28.52,32.73,62.16,3095.0
020323,ÁNCASH,BOLOGNESI,COLQUIOC,41.72,47.86,75.89,1638.0
020325,ÁNCASH,BOLOGNESI,HUALLANCA,40.88,43.76,68.83,4630.0
020311,ÁNCASH,BOLOGNESI,HUASTA,30.48,34.1,61.58,1343.0
020310,ÁNCASH,BOLOGNESI,HUAYLLACAYAN,17.24,17.2,68.99,1003.0
020324,ÁNCASH,BOLOGNESI,LA PRIMAVERA,19.08,20.0,53.77,292.0
020313,ÁNCASH,BOLOGNESI,MANGAS,35.9,34.43,57.61,427.0
020315,ÁNCASH,BOLOGNESI,PACLLON,16.01,15.02,65.55,897.0
020317,ÁNCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,38.46,41.08,61.06,226.0
020320,ÁNCASH,BOLOGNESI,TICLLOS,46.55,56.6,60.25,473.0
020402,ÁNCASH,CARHUAZ,ACOPAMPA,35.06,39.3,79.21,2011.0
020403,ÁNCASH,CARHUAZ,AMASHCA,23.42,24.14,80.55,1573.0
020404,ÁNCASH,CARHUAZ,ANTA,32.04,34.24,77.8,2095.0
020405,ÁNCASH,CARHUAZ,ATAQUERO,38.11,37.94,70.93,1531.0
020401,ÁNCASH,CARHUAZ,CARHUAZ,30.2,30.87,78.2,11956.0
020406,ÁNCASH,CARHUAZ,MARCARA,35.57,34.82,80.89,7919.0
020407,ÁNCASH,CARHUAZ,PARIAHUANCA,30.68,39.59,79.44,1250.0
020408,ÁNCASH,CARHUAZ,SAN MIGUEL DE ACO,29.92,39.64,80.86,2100.0
020409,ÁNCASH,CARHUAZ,SHILLA,12.41,16.42,74.16,3166.0
020410,ÁNCASH,CARHUAZ,TINCO,36.46,40.78,77.7,2502.0
020411,ÁNCASH,CARHUAZ,YUNGAR,39.68,45.52,77.46,2569.0
021701,ÁNCASH,CARLOS FERMÍN FITZCARRALD,SAN LUIS,23.46,27.36,66.9,7859.0
021703,ÁNCASH,CARLOS FERMÍN FITZCARRALD,SAN NICOLÁS,18.04,13.22,60.39,2636.0
021702,ÁNCASH,CARLOS FERMÍN FITZCARRALD,YAUYA,16.62,18.5,64.78,3515.0
020502,ÁNCASH,CASMA,BUENA VISTA ALTA,48.91,48.03,76.4,3636.0
020501,ÁNCASH,CASMA,CASMA,60.19,59.84,77.69,25659.0
020503,ÁNCASH,CASMA,COMANDANTE NOEL,54.37,56.06,81.13,1987.0
020505,ÁNCASH,CASMA,YAUTAN,54.46,55.68,76.23,6163.0
020602,ÁNCASH,CORONGO,ACO,59.22,49.23,62.46,341.0
020603,ÁNCASH,CORONGO,BAMBAS,34.03,31.8,63.54,384.0
020601,ÁNCASH,CORONGO,CORONGO,40.14,44.0,66.15,1167.0
020604,ÁNCASH,CORONGO,CUSCA,30.82,29.74,72.81,2041.0
020605,ÁNCASH,CORONGO,LA PAMPA,57.82,54.71,60.55,839.0
020606,ÁNCASH,CORONGO,YANAC,37.77,47.81,64.8,608.0
020607,ÁNCASH,CORONGO,YUPAN,55.29,59.47,70.78,308.0
020103,ÁNCASH,HUARAZ,COCHABAMBA,46.15,44.17,51.06,1555.0
020104,ÁNCASH,HUARAZ,COLCABAMBA,35.54,45.73,62.06,282.0
020105,ÁNCASH,HUARAZ,HUANCHAY,39.77,37.12,62.72,1671.0
020101,ÁNCASH,HUARAZ,HUARAZ,36.58,41.43,77.55,50781.0
020102,ÁNCASH,HUARAZ,INDEPENDENCIA,35.12,39.91,78.41,53411.0
020106,ÁNCASH,HUARAZ,JANGAS,34.39,39.95,82.71,4176.0
020107,ÁNCASH,HUARAZ,LA LIBERTAD,47.15,45.13,66.92,1170.0
020108,ÁNCASH,HUARAZ,OLLEROS,26.9,30.88,76.43,2601.0
020109,ÁNCASH,HUARAZ,PAMPAS GRANDE,31.75,33.86,60.98,1066.0
020110,ÁNCASH,HUARAZ,PARIACOTO,47.62,46.43,70.62,3996.0
020111,ÁNCASH,HUARAZ,PIRA,38.41,42.51,65.95,3571.0
020112,ÁNCASH,HUARAZ,TARICA,34.91,37.73,80.45,5080.0
020816,ÁNCASH,HUARI,ANRA,24.61,25.64,50.71,1911.0
020802,ÁNCASH,HUARI,CAJAY,15.02,20.27,73.47,3114.0
020803,ÁNCASH,HUARI,CHAVÍN DE HUÁNTAR,23.25,27.68,67.74,6243.0
020804,ÁNCASH,HUARI,HUACACHI,11.01,13.65,62.28,2028.0
020806,ÁNCASH,HUARI,HUACCHIS,19.72,22.79,54.49,1571.0
020805,ÁNCASH,HUARI,HUACHIS,23.45,28.82,58.56,3603.0
020807,ÁNCASH,HUARI,HUANTAR,12.69,18.79,68.52,2316.0
020801,ÁNCASH,HUARI,HUARI,21.28,24.96,68.13,6336.0
020808,ÁNCASH,HUARI,MASIN,24.43,28.16,62.92,1556.0
020809,ÁNCASH,HUARI,PAUCAS,17.3,22.88,56.59,1889.0
020810,ÁNCASH,HUARI,PONTO,9.57,21.92,53.51,3237.0
020811,ÁNCASH,HUARI,RAHUAPAMPA,32.54,35.19,62.85,638.0
020812,ÁNCASH,HUARI,RAPAYAN,7.87,18.86,54.36,1538.0
020813,ÁNCASH,HUARI,SAN MARCOS,21.17,30.66,70.0,16405.0
020814,ÁNCASH,HUARI,SAN PEDRO DE CHANA,16.92,25.82,60.28,3046.0
020815,ÁNCASH,HUARI,UCO,32.9,36.04,55.87,1362.0
021902,ÁNCASH,HUARMEY,COCHAPETI,19.48,24.53,66.71,784.0
021905,ÁNCASH,HUARMEY,CULEBRAS,66.26,61.72,74.52,1966.0
021901,ÁNCASH,HUARMEY,HUARMEY,56.06,55.62,75.98,19380.0
021903,ÁNCASH,HUARMEY,HUAYAN,44.09,42.69,65.95,749.0
021904,ÁNCASH,HUARMEY,MALVAS,30.79,27.6,63.78,773.0
020701,ÁNCASH,HUAYLAS,CARAZ,52.36,55.28,77.55,18479.0
020702,ÁNCASH,HUAYLAS,HUALLANCA,43.68,41.68,59.05,928.0
020703,ÁNCASH,HUAYLAS,HUATA,54.06,52.73,70.71,1188.0
020704,ÁNCASH,HUAYLAS,HUAYLAS,51.42,53.66,62.87,1441.0
020705,ÁNCASH,HUAYLAS,MATO,54.13,57.35,73.31,1697.0
020706,ÁNCASH,HUAYLAS,PAMPAROMAS,57.75,53.84,59.67,6072.0
020707,ÁNCASH,HUAYLAS,PUEBLO LIBRE,50.85,53.17,77.55,6139.0
020708,ÁNCASH,HUAYLAS,SANTA CRUZ,48.84,53.44,72.5,4073.0
020710,ÁNCASH,HUAYLAS,SANTO TORIBIO,44.55,42.7,60.71,929.0
020709,ÁNCASH,HUAYLAS,YURACMARCA,33.76,33.78,73.0,1700.0
020902,ÁNCASH,MARISCAL LUZURIAGA,CASCA,16.3,23.54,70.48,2995.0
020908,ÁNCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMÁN BARRÓN,39.36,33.14,59.44,932.0
020904,ÁNCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,16.76,23.99,58.91,1621.0
020905,ÁNCASH,MARISCAL LUZURIAGA,LLAMA,30.13,33.57,60.37,931.0
020906,ÁNCASH,MARISCAL LUZURIAGA,LLUMPA,9.51,12.38,68.8,4416.0
020903,ÁNCASH,MARISCAL LUZURIAGA,LUCMA,18.27,21.66,73.79,2255.0
020907,ÁNCASH,MARISCAL LUZURIAGA,MUSGA,14.4,17.84,68.25,759.0
020901,ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,14.23,17.29,72.07,2191.0
022001,ÁNCASH,OCROS,ACAS,46.63,51.9,51.55,322.0
022002,ÁNCASH,OCROS,CAJAMARQUILLA,62.65,60.2,56.85,146.0
022003,ÁNCASH,OCROS,CARHUAPAMPA,42.11,45.82,62.32,406.0
022004,ÁNCASH,OCROS,COCHAS,60.89,57.82,74.08,1092.0
022005,ÁNCASH,OCROS,CONGAS,44.97,55.34,65.71,834.0
022006,ÁNCASH,OCROS,LLIPA,58.47,56.14,56.73,208.0
022007,ÁNCASH,OCROS,OCROS,47.39,53.28,67.77,940.0
022008,ÁNCASH,OCROS,SAN CRISTÓBAL DE RAJAN,47.03,36.36,48.84,475.0
022009,ÁNCASH,OCROS,SAN PEDRO,42.75,44.66,58.7,736.0
022010,ÁNCASH,OCROS,SANTIAGO DE CHILCAS,70.44,66.52,68.61,309.0
021002,ÁNCASH,PALLASCA,BOLOGNESI,24.07,32.21,64.38,817.0
021001,ÁNCASH,PALLASCA,CABANA,32.89,40.55,65.68,1967.0
021003,ÁNCASH,PALLASCA,CONCHUCOS,23.38,25.77,55.81,5316.0
021004,ÁNCASH,PALLASCA,HUACASCHUQUE,19.54,22.71,64.94,425.0
021005,ÁNCASH,PALLASCA,HUANDOVAL,23.46,23.54,63.17,725.0
021006,ÁNCASH,PALLASCA,LACABAMBA,25.51,29.5,54.45,461.0
021007,ÁNCASH,PALLASCA,LLAPO,30.67,40.21,70.27,444.0
021008,ÁNCASH,PALLASCA,PALLASCA,28.58,29.29,67.26,1909.0
021009,ÁNCASH,PALLASCA,PAMPAS,14.07,15.51,59.18,2974.0
021010,ÁNCASH,PALLASCA,SANTA ROSA,37.98,42.51,73.13,748.0
021011,ÁNCASH,PALLASCA,TAUCA,44.5,51.11,65.41,1983.0
021102,ÁNCASH,POMABAMBA,HUAYLLAN,12.4,20.1,74.55,2660.0
021103,ÁNCASH,POMABAMBA,PAROBAMBA,38.08,36.82,58.64,4671.0
021101,ÁNCASH,POMABAMBA,POMABAMBA,16.62,22.81,71.6,9905.0
021104,ÁNCASH,POMABAMBA,QUINUABAMBA,35.18,40.5,66.2,1657.0
021210,ÁNCASH,RECUAY,CATAC,20.08,25.0,76.99,3511.0
021202,ÁNCASH,RECUAY,COTAPARACO,41.46,40.77,64.14,502.0
021203,ÁNCASH,RECUAY,HUAYLLAPAMPA,25.75,23.89,61.68,728.0
021209,ÁNCASH,RECUAY,LLACLLIN,21.16,24.96,69.26,875.0
021204,ÁNCASH,RECUAY,MARCA,37.75,40.37,60.73,960.0
021205,ÁNCASH,RECUAY,PAMPAS CHICO,32.51,33.95,64.77,860.0
021206,ÁNCASH,RECUAY,PARARIN,27.15,30.11,61.91,1226.0
021201,ÁNCASH,RECUAY,RECUAY,29.75,30.79,71.55,4619.0
021207,ÁNCASH,RECUAY,TAPACOCHA,27.48,26.22,56.47,487.0
021208,ÁNCASH,RECUAY,TICAPAMPA,24.79,32.76,72.52,2271.0
021302,ÁNCASH,SANTA,CACERES DEL PERÚ,38.43,39.82,67.43,4188.0
021301,ÁNCASH,SANTA,CHIMBOTE,51.91,51.08,74.61,181265.0
021308,ÁNCASH,SANTA,COISHCO,50.83,50.67,75.38,12862.0
021303,ÁNCASH,SANTA,MACATE,48.01,49.34,63.86,3005.0
021304,ÁNCASH,SANTA,MORO,61.19,61.77,77.94,6800.0
021305,ÁNCASH,SANTA,NEPEÑA,34.26,35.55,74.55,11110.0
021309,ÁNCASH,SANTA,NUEVO CHIMBOTE,52.5,50.32,77.09,109650.0
021306,ÁNCASH,SANTA,SAMANCO,54.48,53.93,78.78,3733.0
021307,ÁNCASH,SANTA,SANTA,45.96,47.04,77.47,24114.0
021407,ÁNCASH,SIHUAS,ACOBAMBA,24.24,21.06,62.65,1229.0
021402,ÁNCASH,SIHUAS,ALFONSO UGARTE,12.66,20.59,54.65,452.0
021408,ÁNCASH,SIHUAS,CASHAPAMPA,33.98,32.62,67.17,1925.0
021403,ÁNCASH,SIHUAS,CHINGALPO,30.31,33.48,60.59,779.0
021404,ÁNCASH,SIHUAS,HUAYLLABAMBA,21.18,22.21,63.74,2772.0
021405,ÁNCASH,SIHUAS,QUICHES,24.7,29.24,60.22,1850.0
021409,ÁNCASH,SIHUAS,RAGASH,21.81,23.1,63.2,2326.0
021410,ÁNCASH,SIHUAS,SAN JUAN,22.75,31.01,69.89,5324.0
021406,ÁNCASH,SIHUAS,SICSIBAMBA,30.96,35.7,66.67,1275.0
021401,ÁNCASH,SIHUAS,SIHUAS,34.73,37.89,66.41,3736.0
021502,ÁNCASH,YUNGAY,CASCAPARA,51.69,50.52,71.21,1601.0
021503,ÁNCASH,YUNGAY,MANCOS,30.4,33.71,75.87,5810.0
021504,ÁNCASH,YUNGAY,MATACOTO,43.2,44.21,81.14,1389.0
021505,ÁNCASH,YUNGAY,QUILLO,32.29,29.43,70.19,9548.0
021506,ÁNCASH,YUNGAY,RANRAHIRCA,29.31,33.87,77.17,2545.0
021507,ÁNCASH,YUNGAY,SHUPLUY,35.39,36.12,67.61,1828.0
021508,ÁNCASH,YUNGAY,YANAMA,21.14,31.14,64.81,4839.0
021501,ÁNCASH,YUNGAY,YUNGAY,32.52,38.01,77.11,16290.0
030101,APURÍMAC,ABANCAY,ABANCAY,25.63,29.53,77.33,47150.0
030104,APURÍMAC,ABANCAY,CHACOCHE,23.76,19.81,69.45,1100.0
030102,APURÍMAC,ABANCAY,CIRCA,14.05,14.64,70.02,2638.0
030103,APURÍMAC,ABANCAY,CURAHUASI,31.37,31.03,75.12,12112.0
030105,APURÍMAC,ABANCAY,HUANIPACA,27.12,26.38,61.51,3310.0
030106,APURÍMAC,ABANCAY,LAMBRAMA,13.61,13.64,66.27,3436.0
030107,APURÍMAC,ABANCAY,PICHIRHUA,23.94,21.56,71.67,3494.0
030108,APURÍMAC,ABANCAY,SAN PEDRO DE CACHORA,34.62,28.6,69.56,2385.0
030109,APURÍMAC,ABANCAY,TAMBURCO,24.93,28.66,79.89,6913.0
030301,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,19.53,21.06,77.2,28724.0
030302,APURÍMAC,ANDAHUAYLAS,ANDARAPA,14.01,11.91,65.14,5422.0
030303,APURÍMAC,ANDAHUAYLAS,CHIARA,13.28,12.63,66.28,1026.0
030304,APURÍMAC,ANDAHUAYLAS,HUANCARAMA,17.37,15.3,75.59,4429.0
030305,APURÍMAC,ANDAHUAYLAS,HUANCARAY,19.02,15.35,68.08,3195.0
030317,APURÍMAC,ANDAHUAYLAS,HUAYANA,18.89,16.43,63.62,679.0
030320,APURÍMAC,ANDAHUAYLAS,JOSÉ MARIA ARGUEDAS,5.01,4.5,84.99,3017.0
030319,APURÍMAC,ANDAHUAYLAS,KAQUIABAMBA,10.11,8.59,70.31,1896.0
030306,APURÍMAC,ANDAHUAYLAS,KISHUARA,10.14,7.55,72.35,5624.0
030307,APURÍMAC,ANDAHUAYLAS,PACOBAMBA,14.81,14.02,70.23,3880.0
030313,APURÍMAC,ANDAHUAYLAS,PACUCHA,11.6,11.08,71.72,7618.0
030308,APURÍMAC,ANDAHUAYLAS,PAMPACHIRI,25.67,26.5,64.16,1811.0
030314,APURÍMAC,ANDAHUAYLAS,POMACOCHA,20.94,17.89,72.62,683.0
030309,APURÍMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,13.97,13.38,65.41,2379.0
030310,APURÍMAC,ANDAHUAYLAS,SAN JERÓNIMO,13.86,13.85,78.45,15175.0
030318,APURÍMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,17.54,11.66,61.99,1539.0
030315,APURÍMAC,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,27.59,16.4,74.3,6886.0
030311,APURÍMAC,ANDAHUAYLAS,TALAVERA,22.21,24.12,74.19,14483.0
030316,APURÍMAC,ANDAHUAYLAS,TUMAY HUARACA,17.61,16.67,54.73,1555.0
030312,APURÍMAC,ANDAHUAYLAS,TURPO,12.07,10.49,71.01,3274.0
030401,APURÍMAC,ANTABAMBA,ANTABAMBA,14.42,13.46,59.76,2279.0
030402,APURÍMAC,ANTABAMBA,EL ORO,21.85,9.76,71.62,444.0
030403,APURÍMAC,ANTABAMBA,HUAQUIRCA,17.85,16.48,69.73,1328.0
030404,APURÍMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,18.4,20.33,63.61,1536.0
030405,APURÍMAC,ANTABAMBA,OROPESA,15.6,20.61,69.38,1600.0
030406,APURÍMAC,ANTABAMBA,PACHACONAS,10.18,12.15,70.07,949.0
030407,APURÍMAC,ANTABAMBA,SABAINO,15.84,13.73,59.75,1138.0
030202,APURÍMAC,AYMARAES,CAPAYA,32.36,31.62,62.06,514.0
030203,APURÍMAC,AYMARAES,CARAYBAMBA,9.43,10.73,68.68,993.0
030201,APURÍMAC,AYMARAES,CHALHUANCA,22.76,22.93,74.5,2741.0
030206,APURÍMAC,AYMARAES,CHAPIMARCA,17.2,14.46,63.06,1784.0
030204,APURÍMAC,AYMARAES,COLCABAMBA,29.53,29.98,76.68,639.0
030205,APURÍMAC,AYMARAES,COTARUSE,12.71,13.17,69.95,2652.0
030207,APURÍMAC,AYMARAES,IHUAYLLO,23.1,26.77,66.8,515.0
030217,APURÍMAC,AYMARAES,JUSTO APU SAHUARAURA,20.15,17.91,65.81,626.0
030208,APURÍMAC,AYMARAES,LUCRE,19.07,20.87,69.85,1489.0
030209,APURÍMAC,AYMARAES,POCOHUANCA,12.97,15.43,68.87,1044.0
030216,APURÍMAC,AYMARAES,SAN JUAN DE CHACÑA,23.95,26.21,71.34,635.0
030210,APURÍMAC,AYMARAES,SAÑAYCA,18.51,22.02,64.85,936.0
030211,APURÍMAC,AYMARAES,SORAYA,27.85,26.63,67.81,584.0
030212,APURÍMAC,AYMARAES,TAPAIRIHUA,22.62,17.43,67.15,1845.0
030213,APURÍMAC,AYMARAES,TINTAY,25.22,20.64,70.4,2284.0
030214,APURÍMAC,AYMARAES,TORAYA,24.86,24.87,64.42,1189.0
030215,APURÍMAC,AYMARAES,YANACA,13.85,15.36,68.41,861.0
030705,APURÍMAC,CHINCHEROS,ANCO HUALLO,13.81,15.12,74.52,8192.0
030701,APURÍMAC,CHINCHEROS,CHINCHEROS,14.68,15.23,72.22,4000.0
030704,APURÍMAC,CHINCHEROS,COCHARCAS,22.36,21.53,74.88,1441.0
030710,APURÍMAC,CHINCHEROS,EL PORVENIR,28.64,14.98,79.06,1084.0
030706,APURÍMAC,CHINCHEROS,HUACCANA,13.2,12.7,68.09,5281.0
030711,APURÍMAC,CHINCHEROS,LOS CHANKAS,7.36,7.99,75.21,839.0
030703,APURÍMAC,CHINCHEROS,OCOBAMBA,27.54,23.97,68.52,5187.0
030702,APURÍMAC,CHINCHEROS,ONGOY,21.41,25.83,54.2,2426.0
030708,APURÍMAC,CHINCHEROS,RANRACANCHA,6.31,8.79,69.73,2914.0
