year,indicator,value,grupo
2022,pct_algun_seguro,85.86823024573573,04 Salud
2022,pct_sis,60.82892730995544,04 Salud
2022,pct_agricola,24.57775017525849,05 Empleo
2022,pct_independiente,37.46765133768322,05 Empleo
2022,pct_asalariado,47.38646393374355,05 Empleo
2022,pct_empleo_vulnerable,46.76495081624338,05 Empleo
2022,confianza_inst,17.351473986696657,85 Gobernabilidad
2023,pobreza,29.045927729924532,34 Pobreza
2023,pobreza_extrema,5.747299987819506,34 Pobreza
2023,tam_hogar,3.344885647980665,34 Pobreza
2023,agua_red_dentro,62.539613139737114,01 Vivienda
2023,electricidad,72.62697651657793,01 Vivienda
2023,cocina_gas,66.06457265168198,01 Vivienda
2023,celular,71.96957455317086,01 Vivienda
2023,pct_60mas,15.576648347691046,02 Demografia
2023,pct_0a14,23.317421578771956,02 Demografia
2023,edad_mediana,32.0,02 Demografia
2023,pct_jefa_mujer,37.67394956940615,02 Demografia
2023,educ_anios_25,9.648752140616462,03 Educacion
2023,pct_superior_25,29.585640049859986,03 Educacion
2023,analfabetismo_15,6.342925484952051,03 Educacion
2023,pct_lengua_indigena,16.243479896365063,03 Educacion
2023,pct_algun_seguro,88.27692377087698,04 Salud
2023,pct_sis,61.71272920455072,04 Salud
2023,pct_agricola,24.338642298210488,05 Empleo
2023,pct_independiente,37.46574498010259,05 Empleo
2023,pct_asalariado,48.43179115877811,05 Empleo
2023,pct_empleo_vulnerable,45.71341203524634,05 Empleo
2023,confianza_inst,16.97227495518774,85 Gobernabilidad
2024,pobreza,27.579468163569082,34 Pobreza
2024,pobreza_extrema,5.504532807531087,34 Pobreza
2024,tam_hogar,3.3281852847193534,34 Pobreza
2024,agua_red_dentro,61.82372798713153,01 Vivienda
2024,electricidad,72.03737782455453,01 Vivienda
2024,cocina_gas,66.4688646424147,01 Vivienda
2024,celular,71.254466750182,01 Vivienda
2024,pct_60mas,16.475095878339125,02 Demografia
2024,pct_0a14,22.443698566345137,02 Demografia
2024,edad_mediana,33.0,02 Demografia
